title,overview,rating,genre,Tokenized_Overview
all ladies do it,diana is a roman wife happily married to sympathetic paolo but she is keen on playing benign games of seduction with other men while resisting the advances of chic lingerie shop owner silvio  she narrates her adventures to paolo in order to stimulate their otherwise monotonous sexual life  however  under the influence of her lesbian friend antonietta and raunchy sister nadia  diana starts to move the ongoings further while paolo is still prone to believing that events narrated by her are merely fantasies ,46.0,  comedy    drama  ,"['diana', 'roman', 'wife', 'happili', 'marri', 'sympathet', 'paolo', 'keen', 'play', 'benign', 'game', 'seduct', 'men', 'resist', 'advanc', 'chic', 'lingeri', 'shop', 'owner', 'silvio', 'narrat', 'adventur', 'paolo', 'order', 'stimul', 'otherwis', 'monoton', 'sexual', 'life', 'howev', 'influenc', 'lesbian', 'friend', 'antonietta', 'raunchi', 'sister', 'nadia', 'diana', 'start', 'move', 'ongo', 'paolo', 'still', 'prone', 'believ', 'event', 'narrat', 'mere', 'fantasi']"
police academy 6: city under siege,our favourite police men are called together to deal with a gang who rob banks and jewelers  using their various talents as well as their extraordinary luck  the crooks stand no chance against our men and women in blue ,51.0,  comedy    crime  ,"['favourit', 'polic', 'men', 'call', 'togeth', 'deal', 'gang', 'rob', 'bank', 'jewel', 'use', 'variou', 'talent', 'well', 'extraordinari', 'luck', 'crook', 'stand', 'chanc', 'men', 'women', 'blue']"
beethoven's 2nd,beethoven is back    and this time  he has a whole brood with him now that he s met his canine match  missy  and fathered a family  the only problem is that missy s owner  regina  wants to sell the puppies and tear the clan apart  it s up to beethoven and the newton kids to save the day and keep everyone together ,55.0,  family    comedy  ,"['beethoven', 'back', 'time', 'whole', 'brood', 'met', 'canin', 'match', 'missi', 'father', 'famili', 'problem', 'missi', 'owner', 'regina', 'want', 'sell', 'puppi', 'tear', 'clan', 'apart', 'beethoven', 'newton', 'kid', 'save', 'day', 'keep', 'everyon', 'togeth']"
miami vice,a case involving drug lords and murder in south florida takes a personal turn for undercover detectives sonny crockett and ricardo tubbs  unorthodox crockett gets involved romantically with the chinese cuban wife of a trafficker of arms and drugs  while tubbs deals with an assault on those he loves ,60.0,  action    crime    thriller  ,"['case', 'involv', 'drug', 'lord', 'murder', 'south', 'florida', 'take', 'person', 'turn', 'undercov', 'detect', 'sonni', 'crockett', 'ricardo', 'tubb', 'unorthodox', 'crockett', 'get', 'involv', 'romant', 'chines', 'cuban', 'wife', 'traffick', 'arm', 'drug', 'tubb', 'deal', 'assault', 'love']"
soldier,sergeant todd is a veteran soldier for an elite group of the armed forces  after being defeated by a new breed of genetically engineered soldiers  he is dumped on a waste planet and left for dead  he soon interacts with a group of crash survivors who lead out a peaceful existence  the peace is broken as the new soldiers land on the planet to eliminate the colony  which sergeant todd must defend ,64.0,  science fiction    action  ,"['sergeant', 'todd', 'veteran', 'soldier', 'elit', 'group', 'arm', 'forc', 'defeat', 'new', 'breed', 'genet', 'engin', 'soldier', 'dump', 'wast', 'planet', 'left', 'dead', 'soon', 'interact', 'group', 'crash', 'survivor', 'lead', 'peac', 'exist', 'peac', 'broken', 'new', 'soldier', 'land', 'planet', 'elimin', 'coloni', 'sergeant', 'todd', 'must', 'defend']"
universal soldier: day of reckoning,after his wife and daughter are murdered in a home invasion  a widower named john now finds himself up against an army of universal soldiers in relentless pursuit  led by a mysterious leader who promises to set unisols free from their conditioning ,55.0,  action    science fiction    thriller  ,"['wife', 'daughter', 'murder', 'home', 'invas', 'widow', 'name', 'john', 'find', 'armi', 'univers', 'soldier', 'relentless', 'pursuit', 'led', 'mysteri', 'leader', 'promis', 'set', 'unisol', 'free', 'condit']"
dante's peak,volcanologist harry dalton comes to the sleepy town of dante s peak to investigate the recent rumblings of the dormant volcano the burg is named for  before long  his worst fears are realized when a massive eruption hits  and immediately  harry  the mayor and the townspeople find themselves fighting for their lives amid a catastrophic nightmare ,62.0,  action    adventure    drama    thriller  ,"['volcanologist', 'harri', 'dalton', 'come', 'sleepi', 'town', 'dant', 'peak', 'investig', 'recent', 'rumbl', 'dormant', 'volcano', 'burg', 'name', 'long', 'worst', 'fear', 'realiz', 'massiv', 'erupt', 'hit', 'immedi', 'harri', 'mayor', 'townspeopl', 'find', 'fight', 'live', 'amid', 'catastroph', 'nightmar']"
the insects unlisted in the encyclopedia,a freelance writer is given a bizarre assignment by the sexy editor of  black book monthly   find a bug with the power to bring humans back from the dead  in order to report on the afterlife  with his trusty companion endo in tow  he sets off on a quest for the elusive insect and along the way meets the mysterious sayoko  a former dominatrix and habitual wrist cutter who delights in rubbing wasabi into her wounds ,70.0,  comedy  ,"['freelanc', 'writer', 'given', 'bizarr', 'assign', 'sexi', 'editor', 'black', 'book', 'monthli', 'find', 'bug', 'power', 'bring', 'human', 'back', 'dead', 'order', 'report', 'afterlif', 'trusti', 'companion', 'endo', 'tow', 'set', 'quest', 'elus', 'insect', 'along', 'way', 'meet', 'mysteri', 'sayoko', 'former', 'dominatrix', 'habitu', 'wrist', 'cutter', 'delight', 'rub', 'wasabi', 'wound']"
safe house,a dangerous cia renegade resurfaces after a decade on the run  when the safe house he s remanded to is attacked by mercenaries  a rookie operative escapes with him  now  the unlikely allies must stay alive long enough to uncover who wants them dead ,64.0,  action    thriller  ,"['danger', 'cia', 'renegad', 'resurfac', 'decad', 'run', 'safe', 'hous', 'remand', 'attack', 'mercenari', 'rooki', 'oper', 'escap', 'unlik', 'alli', 'must', 'stay', 'aliv', 'long', 'enough', 'uncov', 'want', 'dead']"
faster,after    years in prison  driver is now a free man with a single focus   hunting down the people responsible for brutally murdering his brother ,63.0,  crime    drama    action    thriller  ,"['year', 'prison', 'driver', 'free', 'man', 'singl', 'focu', 'hunt', 'peopl', 'respons', 'brutal', 'murder', 'brother']"
homeward bound: the incredible journey,remake of the popular disney classic  this time featuring some well known voices as two dogs and a cat trek across america encountering all sorts of adventures in the quest to be reunited with their owners ,69.0,  adventure    comedy    drama    family  ,"['remak', 'popular', 'disney', 'classic', 'time', 'featur', 'well', 'known', 'voic', 'two', 'dog', 'cat', 'trek', 'across', 'america', 'encount', 'sort', 'adventur', 'quest', 'reunit', 'owner']"
patriot games,when cia analyst jack ryan interferes with an ira assassination  a renegade faction targets jack and his family as revenge ,67.0,  drama    action    thriller    crime  ,"['cia', 'analyst', 'jack', 'ryan', 'interfer', 'ira', 'assassin', 'renegad', 'faction', 'target', 'jack', 'famili', 'reveng']"
leprechaun returns,a group of unwitting sorority sisters accidentally awaken the serial killing leprechaun after they build a sorority house on his hunting grounds ,59.0,  horror    fantasy    comedy  ,"['group', 'unwit', 'soror', 'sister', 'accident', 'awaken', 'serial', 'kill', 'leprechaun', 'build', 'soror', 'hous', 'hunt', 'ground']"
open range,a former gunslinger is forced to take up arms again when he and his cattle crew are threatened by a corrupt lawman ,72.0,  western    action    drama  ,"['former', 'gunsling', 'forc', 'take', 'arm', 'cattl', 'crew', 'threaten', 'corrupt', 'lawman']"
hey arnold! the jungle movie,when their trip to san lorenzo takes a turn for the worst  arnold and his classmate s only hope of getting home is retracing the dangerous path that led to arnold s parents  disappearance ,77.0,  family    comedy    animation    adventure  ,"['trip', 'san', 'lorenzo', 'take', 'turn', 'worst', 'arnold', 'classmat', 'hope', 'get', 'home', 'retrac', 'danger', 'path', 'led', 'arnold', 'parent', 'disappear']"
wizards of waverly place: the movie,a young wizard accidentally conjures a spell that puts her family in jeopardy ,66.0,  family    tv movie    adventure    comedy    drama    fantasy    action  ,"['young', 'wizard', 'accident', 'conjur', 'spell', 'put', 'famili', 'jeopardi']"
dracula 2000,abraham van helsing  who has tangled with count dracula in the past  works as an english antiques dealer  simon is a vampire hunter in training under his apprenticeship ,52.0,  thriller    horror    action    fantasy  ,"['abraham', 'van', 'hels', 'tangl', 'count', 'dracula', 'past', 'work', 'english', 'antiqu', 'dealer', 'simon', 'vampir', 'hunter', 'train', 'apprenticeship']"
once upon a time in china ii,wong fei hung faces the white lotus society  a fanatical cult seeking to drive the europeans out of china through violence  even attacking chinese who follow western ways  wong must also defend dr  sun yat sen  a revolutionary  from the military ,71.0,  action    comedy  ,"['wong', 'fei', 'hung', 'face', 'white', 'lotu', 'societi', 'fanat', 'cult', 'seek', 'drive', 'european', 'china', 'violenc', 'even', 'attack', 'chines', 'follow', 'western', 'way', 'wong', 'must', 'also', 'defend', 'dr', 'sun', 'yat', 'sen', 'revolutionari', 'militari']"
s.w.a.t.,the story centers on the chinese special police unit  from their hard training to their first mission ,75.0,  action    crime    drama  ,"['stori', 'center', 'chines', 'special', 'polic', 'unit', 'hard', 'train', 'first', 'mission']"
adventures in babysitting,two teen rival babysitters  jenny and lola  team up to hunt down one of their kids who accidentally ran away into the big city without any supervision ,73.0,  tv movie    comedy    family  ,"['two', 'teen', 'rival', 'babysitt', 'jenni', 'lola', 'team', 'hunt', 'one', 'kid', 'accident', 'ran', 'away', 'big', 'citi', 'without', 'supervis']"
pokémon the movie: white - victini and zekrom,the kingdom of the people of the earth once ruled over the land  but now all that remains is the sword of the earth  in the city of eindoak  satoshi  iris  and dent arrive in eindoak during a harvest festival s pok mon tournament and meet the legendary pok mon victini who wishes to share its powers of victory to someone  elsewhere in the city  a descendant of the people of the earth named dred grangil has arrived who seeks to revive the kingdom s power with the sword of the earth  bringing them back into power over the land  and satoshi and his friends must stop him before he destroys the land along with victini ,67.0,  animation    family    adventure    drama    fantasy  ,"['kingdom', 'peopl', 'earth', 'rule', 'land', 'remain', 'sword', 'earth', 'citi', 'eindoak', 'satoshi', 'iri', 'dent', 'arriv', 'eindoak', 'harvest', 'festiv', 'pok', 'mon', 'tournament', 'meet', 'legendari', 'pok', 'mon', 'victini', 'wish', 'share', 'power', 'victori', 'someon', 'elsewher', 'citi', 'descend', 'peopl', 'earth', 'name', 'dred', 'grangil', 'arriv', 'seek', 'reviv', 'kingdom', 'power', 'sword', 'earth', 'bring', 'back', 'power', 'land', 'satoshi', 'friend', 'must', 'stop', 'destroy', 'land', 'along', 'victini']"
the punisher,the avenging angel of marvel comics fame comes brilliantly to life in this searing action adventure thriller  dolph lundgren stars as frank castle  a veteran cop who loses his entire family to a mafia car bomb  his ex partner believes castle survived the blast and became the punisher  living in the sewers and exacting vigilante violence against mob bosses throughout the city  when the populace is caught in the midst of a gang war that he caused  castle must again emerge from the shadows and save the innocent ,57.0,  action    thriller  ,"['aveng', 'angel', 'marvel', 'comic', 'fame', 'come', 'brilliantli', 'life', 'sear', 'action', 'adventur', 'thriller', 'dolph', 'lundgren', 'star', 'frank', 'castl', 'veteran', 'cop', 'lose', 'entir', 'famili', 'mafia', 'car', 'bomb', 'ex', 'partner', 'believ', 'castl', 'surviv', 'blast', 'becam', 'punish', 'live', 'sewer', 'exact', 'vigilant', 'violenc', 'mob', 'boss', 'throughout', 'citi', 'populac', 'caught', 'midst', 'gang', 'war', 'caus', 'castl', 'must', 'emerg', 'shadow', 'save', 'innoc']"
sabotage,john  breacher  wharton leads an elite dea task force that takes on the world s deadliest drug cartels  when the team successfully executes a high stakes raid on a cartel safe house  they think their work is done   until  one by one  the team members mysteriously start to be eliminated  as the body count rises  everyone is a suspect ,56.0,  action    drama    thriller    crime  ,"['john', 'breacher', 'wharton', 'lead', 'elit', 'dea', 'task', 'forc', 'take', 'world', 'deadliest', 'drug', 'cartel', 'team', 'success', 'execut', 'high', 'stake', 'raid', 'cartel', 'safe', 'hous', 'think', 'work', 'done', 'one', 'one', 'team', 'member', 'mysteri', 'start', 'elimin', 'bodi', 'count', 'rise', 'everyon', 'suspect']"
